Entity,Code,Year,"Age-standardized deaths that are from respiratory infections per 100,000 people, in both sexes aged all ages"
Chile,CHL,1991,52.031506
Chile,CHL,1992,50.97491
Chile,CHL,1993,55.408134
Chile,CHL,1994,52.517944
Chile,CHL,1995,62.59286
Chile,CHL,1996,59.82972
Chile,CHL,1997,55.35787
Chile,CHL,1998,49.389023
Chile,CHL,1999,54.56275
Chile,CHL,2000,32.38632
Chile,CHL,2001,28.405582
Chile,CHL,2002,23.207087
Chile,CHL,2003,19.980633
Chile,CHL,2004,21.91592
Chile,CHL,2005,19.016962
Chile,CHL,2006,16.983715
Chile,CHL,2007,19.796574
Chile,CHL,2008,16.378935
Chile,CHL,2009,17.893505
Chile,CHL,2010,18.560999
Chile,CHL,2011,13.567306
Chile,CHL,2012,16.072592
Chile,CHL,2013,17.679543
Chile,CHL,2014,16.507385
Chile,CHL,2020,75.45412
Chile,CHL,2019,18.90939
Chile,CHL,2018,14.893575
Chile,CHL,2017,12.400496
Chile,CHL,2016,12.136279
Chile,CHL,2015,12.734213
Colombia,COL,1953,101.48185
Colombia,COL,1954,84.353226
Colombia,COL,1955,84.43687
Colombia,COL,1956,94.67589
Colombia,COL,1957,117.34982
Colombia,COL,1958,94.1198
Colombia,COL,1959,100.951706
Colombia,COL,1960,89.79086
Colombia,COL,1961,80.132484
Colombia,COL,1962,83.35654
Colombia,COL,1963,82.93448
Colombia,COL,1964,73.43579
Colombia,COL,1965,83.02721
Colombia,COL,1966,81.765144
Colombia,COL,1967,68.99541
Colombia,COL,1968,71.86982
Colombia,COL,1969,58.501568
Colombia,COL,1972,56.2513
Colombia,COL,1974,67.56438
Colombia,COL,1975,56.87732
Colombia,COL,1976,54.017914
Colombia,COL,1977,47.249508
Colombia,COL,1984,27.44168
Colombia,COL,1985,32.96186
Colombia,COL,1986,28.637383
Colombia,COL,1987,23.790205
Colombia,COL,1988,25.638388
Colombia,COL,1989,24.016573
Colombia,COL,1990,23.736238
Colombia,COL,1991,22.078913
Colombia,COL,1992,19.37298
Colombia,COL,1993,21.273062
Colombia,COL,1994,19.83703
Colombia,COL,1995,20.176304
Colombia,COL,1996,21.911335
Colombia,COL,1997,20.524782
Colombia,COL,1998,19.053253
Colombia,COL,1999,19.048334
Colombia,COL,2000,17.26691
Colombia,COL,2001,18.112663
Colombia,COL,2002,15.669207
Colombia,COL,2003,18.06185
Colombia,COL,2004,17.945314
Colombia,COL,2005,20.388058
Colombia,COL,2006,20.033794
Colombia,COL,2007,18.339645
Colombia,COL,2008,16.400795
Colombia,COL,2009,17.315653
Colombia,COL,2010,17.54572
Colombia,COL,2011,15.608022
Colombia,COL,2012,16.20327
Colombia,COL,2013,17.120396
Colombia,COL,2014,16.246006
Colombia,COL,2020,108.16544
Colombia,COL,2019,17.634218
Colombia,COL,2018,19.450733
Colombia,COL,2017,18.737787
Colombia,COL,2016,19.46173
Colombia,COL,2015,18.914682
Costa Rica,CRI,1961,52.471664
Costa Rica,CRI,1962,71.61849
Costa Rica,CRI,1963,75.61045
Costa Rica,CRI,1964,62.156975
Costa Rica,CRI,1965,64.33468
Costa Rica,CRI,1966,65.5135
Costa Rica,CRI,1967,57.73765
Costa Rica,CRI,1968,57.50084
Costa Rica,CRI,1969,69.96827
Costa Rica,CRI,1970,88.06516
Costa Rica,CRI,1971,73.40811
Costa Rica,CRI,1972,72.40113
Costa Rica,CRI,1973,42.634037
Costa Rica,CRI,1974,46.26716
Costa Rica,CRI,1975,48.388054
Costa Rica,CRI,1976,38.86909
Costa Rica,CRI,1977,35.063835
Costa Rica,CRI,1978,27.948849
Costa Rica,CRI,1979,25.691769
Costa Rica,CRI,1980,33.12246
Costa Rica,CRI,1981,29.453876
Costa Rica,CRI,1982,21.58718
Costa Rica,CRI,1983,17.722849
Costa Rica,CRI,1984,23.047977
Costa Rica,CRI,1985,24.790874
Costa Rica,CRI,1986,24.41545
Costa Rica,CRI,1987,21.963509
Costa Rica,CRI,1988,23.692818
Costa Rica,CRI,1989,21.101149
Costa Rica,CRI,1990,21.339071
Costa Rica,CRI,1991,23.568888
Costa Rica,CRI,1992,24.59185
Costa Rica,CRI,1993,24.605198
Costa Rica,CRI,1994,26.276714
Costa Rica,CRI,1995,31.447372
Costa Rica,CRI,1996,21.506405
Costa Rica,CRI,1997,18.761465
Costa Rica,CRI,1998,19.745388
Costa Rica,CRI,1999,17.09801
Costa Rica,CRI,2000,14.963272
Costa Rica,CRI,2001,14.035571
Costa Rica,CRI,2002,11.271503
Costa Rica,CRI,2003,13.396578
Costa Rica,CRI,2004,13.156061
Costa Rica,CRI,2005,11.620074
Costa Rica,CRI,2006,9.525707
Costa Rica,CRI,2007,10.569392
Costa Rica,CRI,2008,8.567872
Costa Rica,CRI,2009,8.749604
Costa Rica,CRI,2010,11.429588
Costa Rica,CRI,2011,9.491193
Costa Rica,CRI,2012,10.369006
Costa Rica,CRI,2013,11.322349
Costa Rica,CRI,2014,11.895649
Costa Rica,CRI,2020,42.62545
Costa Rica,CRI,2019,15.866524
Costa Rica,CRI,2018,15.276724
Costa Rica,CRI,2017,14.152871
Costa Rica,CRI,2016,15.402777
Costa Rica,CRI,2015,13.625241
Croatia,HRV,1985,23.235817
Croatia,HRV,1986,19.343079
Croatia,HRV,1987,15.702748
Croatia,HRV,1988,10.536467
Croatia,HRV,1989,8.294299
Croatia,HRV,1990,8.245544
Croatia,HRV,1991,14.440029
Croatia,HRV,1992,20.273655
Croatia,HRV,1993,18.112524
Croatia,HRV,1994,17.091858
Croatia,HRV,1995,12.909166
Croatia,HRV,1996,14.371359
Croatia,HRV,1997,17.70625
Croatia,HRV,1998,18.514402
Croatia,HRV,1999,19.893667
Croatia,HRV,2000,14.437577
Croatia,HRV,2001,12.529889
Croatia,HRV,2002,13.812278
Croatia,HRV,2003,17.11369
Croatia,HRV,2004,19.716698
Croatia,HRV,2005,21.397259
Croatia,HRV,2006,14.577587
Croatia,HRV,2007,12.796061
Croatia,HRV,2008,9.877388
Croatia,HRV,2009,6.8077435
Croatia,HRV,2010,4.357437
Croatia,HRV,2011,4.042297
Croatia,HRV,2012,3.79571
Croatia,HRV,2013,3.8703482
Croatia,HRV,2014,4.163843
Croatia,HRV,2020,46.280514
Croatia,HRV,2019,3.756456
Croatia,HRV,2017,9.975125
Croatia,HRV,2016,5.877694
Croatia,HRV,2015,6.611787
Cuba,CUB,1964,39.64275
Cuba,CUB,1968,48.552845
Cuba,CUB,1969,60.905136
Cuba,CUB,1970,47.154915
Cuba,CUB,1971,45.00299
Cuba,CUB,1972,41.669388
Cuba,CUB,1973,45.352554
Cuba,CUB,1974,56.446865
Cuba,CUB,1975,55.02284
Cuba,CUB,1976,59.535934
Cuba,CUB,1977,62.240234
Cuba,CUB,1978,63.42173
Cuba,CUB,1979,50.19894
Cuba,CUB,1980,49.235554
Cuba,CUB,1981,51.28614
Cuba,CUB,1982,49.95458
Cuba,CUB,1983,49.327038
Cuba,CUB,1984,40.836212
Cuba,CUB,1985,49.445084
Cuba,CUB,1986,42.900642
Cuba,CUB,1987,41.133938
Cuba,CUB,1988,35.89024
Cuba,CUB,1989,21.98412
Cuba,CUB,1990,27.207598
Cuba,CUB,1991,28.363373
Cuba,CUB,1992,30.806547
Cuba,CUB,1993,36.09627
Cuba,CUB,1994,37.376663
Cuba,CUB,1995,29.58435
Cuba,CUB,1996,35.3125
Cuba,CUB,1997,35.12639
Cuba,CUB,1998,33.64286
Cuba,CUB,1999,35.710213
Cuba,CUB,2000,33.829865
Cuba,CUB,2001,44.758087
Cuba,CUB,2002,32.958958
Cuba,CUB,2003,34.979378
Cuba,CUB,2004,36.779747
Cuba,CUB,2005,38.302444
Cuba,CUB,2006,32.75649
Cuba,CUB,2007,30.211117
Cuba,CUB,2008,29.907478
Cuba,CUB,2009,27.177359
Cuba,CUB,2010,26.798462
Cuba,CUB,2011,26.800135
Cuba,CUB,2012,26.55469
Cuba,CUB,2013,28.078623
Cuba,CUB,2014,28.701889
Cuba,CUB,2020,29.38843
Cuba,CUB,2019,37.008873
Cuba,CUB,2018,36.21248
Cuba,CUB,2017,36.278015
Cuba,CUB,2016,30.682295
Cuba,CUB,2015,31.777437
Cyprus,CYP,2004,7.8301845
Cyprus,CYP,2005,8.944778
Cyprus,CYP,2006,7.633458
Cyprus,CYP,2007,7.0806174
Cyprus,CYP,2008,6.9406633
Cyprus,CYP,2009,7.480115
Cyprus,CYP,2010,5.484383
Cyprus,CYP,2011,5.864418
Cyprus,CYP,2012,5.1596737
Cyprus,CYP,2013,4.6291213
Cyprus,CYP,2014,4.376389
Cyprus,CYP,2020,11.379078
Cyprus,CYP,2019,5.54677
Cyprus,CYP,2018,4.2313666
Cyprus,CYP,2017,5.082916
Cyprus,CYP,2016,4.274447
Cyprus,CYP,2015,4.6433253
Czechia,CZE,1986,22.950045
Czechia,CZE,1987,17.15554
Czechia,CZE,1988,17.499971
Czechia,CZE,1989,16.443138
Czechia,CZE,1990,14.606423
Czechia,CZE,1991,16.117651
Czechia,CZE,1992,16.339008
Czechia,CZE,1993,14.648786
Czechia,CZE,1994,16.331543
Czechia,CZE,1995,21.345436
Czechia,CZE,1996,20.392376
Czechia,CZE,1997,17.556469
Czechia,CZE,1998,14.161307
Czechia,CZE,1999,16.589174
Czechia,CZE,2000,16.602362
Czechia,CZE,2001,15.050919
Czechia,CZE,2002,15.185443
Czechia,CZE,2003,17.622322
Czechia,CZE,2004,14.770817
Czechia,CZE,2005,18.211277
Czechia,CZE,2006,17.616262
Czechia,CZE,2007,16.15323
Czechia,CZE,2008,15.804623
Czechia,CZE,2009,17.69837
Czechia,CZE,2010,17.426807
Czechia,CZE,2011,12.433034
Czechia,CZE,2012,12.546874
Czechia,CZE,2013,12.78975
Czechia,CZE,2014,11.118012
Czechia,CZE,2021,117.948105
Czechia,CZE,2020,56.728943
Czechia,CZE,2019,16.343304
Czechia,CZE,2018,16.697092
Czechia,CZE,2017,15.519163
Czechia,CZE,2016,13.692651
Czechia,CZE,2015,13.391869
Denmark,DNK,1951,42.884804
Denmark,DNK,1952,34.56371
Denmark,DNK,1953,33.50635
Denmark,DNK,1954,35.618305
Denmark,DNK,1955,25.096682
Denmark,DNK,1956,20.691193
Denmark,DNK,1957,30.381653
Denmark,DNK,1958,22.343485
Denmark,DNK,1959,36.73357
Denmark,DNK,1960,33.03877
Denmark,DNK,1961,26.460232
Denmark,DNK,1962,36.13146
Denmark,DNK,1963,26.653538
Denmark,DNK,1964,24.285236
Denmark,DNK,1965,20.454216
Denmark,DNK,1966,25.050632
Denmark,DNK,1967,25.05347
Denmark,DNK,1968,28.432888
Denmark,DNK,1969,23.349897
Denmark,DNK,1970,21.949406
Denmark,DNK,1971,19.071512
Denmark,DNK,1972,22.453632
Denmark,DNK,1973,17.904848
Denmark,DNK,1974,30.71343
Denmark,DNK,1975,26.06282
Denmark,DNK,1976,36.36519
Denmark,DNK,1977,20.952587
Denmark,DNK,1978,21.82187
Denmark,DNK,1979,22.865196
Denmark,DNK,1980,24.156937
Denmark,DNK,1981,23.033648
Denmark,DNK,1982,18.964453
Denmark,DNK,1983,21.169636
Denmark,DNK,1984,19.435638
Denmark,DNK,1985,18.660675
Denmark,DNK,1986,13.978905
Denmark,DNK,1987,11.145346
Denmark,DNK,1988,11.630347
Denmark,DNK,1989,14.117491
Denmark,DNK,1990,14.971889
Denmark,DNK,1991,13.934832
Denmark,DNK,1992,15.058009
Denmark,DNK,1993,17.605005
Denmark,DNK,1994,15.568977
Denmark,DNK,1995,18.21149
Denmark,DNK,1996,19.784058
Denmark,DNK,1997,14.214778
Denmark,DNK,1998,12.343095
Denmark,DNK,1999,12.964072
Denmark,DNK,2000,9.635116
Denmark,DNK,2001,10.023868
Denmark,DNK,2002,14.305721
Denmark,DNK,2003,16.01224
Denmark,DNK,2004,14.96745
Denmark,DNK,2005,13.581992
Denmark,DNK,2006,13.345259
Denmark,DNK,2007,14.576532
Denmark,DNK,2008,14.120589
Denmark,DNK,2009,15.874645
Denmark,DNK,2010,14.441935
Denmark,DNK,2011,13.634789
Denmark,DNK,2012,12.7803955
Denmark,DNK,2013,13.185085
Denmark,DNK,2014,10.768292
Denmark,DNK,2020,16.291616
Denmark,DNK,2019,11.307973
Denmark,DNK,2018,13.524583
Denmark,DNK,2017,11.983405
Denmark,DNK,2016,12.261222
Denmark,DNK,2015,11.804314
Dominican Republic,DOM,1965,18.321457
Dominican Republic,DOM,1966,19.75057
Dominican Republic,DOM,1967,22.9495
Dominican Republic,DOM,1968,22.896873
Dominican Republic,DOM,1969,24.854483
Dominican Republic,DOM,1970,27.319185
Dominican Republic,DOM,1971,20.794012
Dominican Republic,DOM,1972,22.852488
Dominican Republic,DOM,1973,20.478197
Dominican Republic,DOM,1974,19.327705
Dominican Republic,DOM,1975,17.569756
Dominican Republic,DOM,1976,26.84767
Dominican Republic,DOM,1977,23.523537
Dominican Republic,DOM,1978,16.430979
Dominican Republic,DOM,1979,18.300583
Dominican Republic,DOM,1980,16.583115
Dominican Republic,DOM,1981,17.071287
Dominican Republic,DOM,1982,14.005333
Dominican Republic,DOM,1983,20.61311
Dominican Republic,DOM,1984,17.547344
Dominican Republic,DOM,1985,25.546078
Dominican Republic,DOM,1986,15.149568
Dominican Republic,DOM,1987,16.441643
Dominican Republic,DOM,1988,17.446932
Dominican Republic,DOM,1989,13.242076
Dominican Republic,DOM,1990,15.526584
Dominican Republic,DOM,1991,14.029945
Dominican Republic,DOM,1992,11.593406
Dominican Republic,DOM,1994,12.16146
Dominican Republic,DOM,1995,13.8454485
Dominican Republic,DOM,1996,8.737693
Dominican Republic,DOM,1997,12.793164
Dominican Republic,DOM,1998,11.64396
Dominican Republic,DOM,1999,15.374055
Dominican Republic,DOM,2000,10.315599
Dominican Republic,DOM,2001,9.618639
Dominican Republic,DOM,2002,11.612066
Dominican Republic,DOM,2003,13.358514
Dominican Republic,DOM,2004,14.207561
Dominican Republic,DOM,2005,14.564694
Dominican Republic,DOM,2006,10.748326
Dominican Republic,DOM,2007,9.725232
Dominican Republic,DOM,2008,10.291291
Dominican Republic,DOM,2009,10.457565
Dominican Republic,DOM,2010,13.529318
Dominican Republic,DOM,2011,13.832302
Dominican Republic,DOM,2012,14.472934
Dominican Republic,DOM,2013,12.16037
Dominican Republic,DOM,2014,12.678768
Dominican Republic,DOM,2018,12.657457
Dominican Republic,DOM,2017,12.649171
Dominican Republic,DOM,2016,13.272124
Dominican Republic,DOM,2015,12.140733
Ecuador,ECU,1966,93.90974
Ecuador,ECU,1967,75.30249
Ecuador,ECU,1968,82.544846
Ecuador,ECU,1969,100.04133
Ecuador,ECU,1970,98.815834
Ecuador,ECU,1971,87.46813
Ecuador,ECU,1972,102.02831
Ecuador,ECU,1973,109.718025
Ecuador,ECU,1974,102.16616
Ecuador,ECU,1975,77.6221
Ecuador,ECU,1977,75.4843
Ecuador,ECU,1978,67.87981
Ecuador,ECU,1979,64.94191
Ecuador,ECU,1980,68.46554
Ecuador,ECU,1981,56.83128
Ecuador,ECU,1982,54.159515
Ecuador,ECU,1983,56.6102
Ecuador,ECU,1984,50.753304
Ecuador,ECU,1985,50.09726
Ecuador,ECU,1986,48.451046
Ecuador,ECU,1987,46.024017
Ecuador,ECU,1988,44.309002
Ecuador,ECU,1989,40.444603
Ecuador,ECU,1990,39.054615
Ecuador,ECU,1991,42.29598
Ecuador,ECU,1992,37.655136
Ecuador,ECU,1993,38.74383
Ecuador,ECU,1994,33.286713
Ecuador,ECU,1995,39.16813
Ecuador,ECU,1996,36.482594
Ecuador,ECU,1997,30.662117
Ecuador,ECU,1998,30.614449
Ecuador,ECU,1999,29.28913
Ecuador,ECU,2000,25.957628
Ecuador,ECU,2001,26.75161
Ecuador,ECU,2002,27.906946
Ecuador,ECU,2003,24.355082
Ecuador,ECU,2004,29.46983
Ecuador,ECU,2005,26.395597
Ecuador,ECU,2006,28.385618
Ecuador,ECU,2007,26.950876
Ecuador,ECU,2008,27.35015
Ecuador,ECU,2009,26.428759
Ecuador,ECU,2010,27.806175
Ecuador,ECU,2011,24.327152
Ecuador,ECU,2012,27.810095
Ecuador,ECU,2013,27.944057
Ecuador,ECU,2014,24.18132
Ecuador,ECU,2021,146.14459
Ecuador,ECU,2020,185.93886
Ecuador,ECU,2019,24.175533
Ecuador,ECU,2018,25.644651
Ecuador,ECU,2017,24.209894
Ecuador,ECU,2016,23.013926
Ecuador,ECU,2015,22.74834
Egypt,EGY,1965,61.866314
Egypt,EGY,1966,76.791115
Egypt,EGY,1967,69.06899
Egypt,EGY,1970,105.81842
Egypt,EGY,1971,109.94328
Egypt,EGY,1972,116.25071
Egypt,EGY,1973,94.765656
Egypt,EGY,1974,86.384544
Egypt,EGY,1975,91.297615
Egypt,EGY,1976,79.93867
Egypt,EGY,1977,88.30158
Egypt,EGY,1978,68.30419
Egypt,EGY,1979,80.26816
Egypt,EGY,1980,67.248184
Egypt,EGY,1987,61.699448
Egypt,EGY,1991,45.943077
Egypt,EGY,1992,42.83317
Egypt,EGY,2000,27.769516
Egypt,EGY,2001,22.69628
Egypt,EGY,2002,21.447891
Egypt,EGY,2003,23.656567
Egypt,EGY,2009,16.227982
Egypt,EGY,2010,16.317356
Egypt,EGY,2011,18.043911
Egypt,EGY,2012,22.555563
Egypt,EGY,2013,21.754984
Egypt,EGY,2014,26.114353
Egypt,EGY,2004,22.54883
Egypt,EGY,2005,20.654123
Egypt,EGY,2006,19.126144
Egypt,EGY,2007,18.093843
Egypt,EGY,2008,17.476997
Egypt,EGY,2019,24.369337
Egypt,EGY,2018,23.273691
Egypt,EGY,2017,21.873219
Egypt,EGY,2016,22.27914
Egypt,EGY,2015,21.36988
El Salvador,SLV,1990,30.905504
El Salvador,SLV,1991,25.872814
El Salvador,SLV,1992,25.504953
El Salvador,SLV,1993,30.832596
El Salvador,SLV,1995,30.659071
El Salvador,SLV,1996,32.801445
El Salvador,SLV,1997,41.8092
El Salvador,SLV,1998,44.60853
El Salvador,SLV,1999,37.490303
El Salvador,SLV,2000,30.141804
El Salvador,SLV,2001,38.61068
El Salvador,SLV,2002,28.874565
El Salvador,SLV,2003,34.333862
El Salvador,SLV,2004,34.02326
El Salvador,SLV,2005,36.15425
El Salvador,SLV,2006,33.057384
El Salvador,SLV,2007,30.082005
El Salvador,SLV,2008,32.14461
El Salvador,SLV,2009,31.618534
El Salvador,SLV,2010,27.816822
El Salvador,SLV,2011,23.416807
El Salvador,SLV,2012,21.123688
El Salvador,SLV,2013,23.977903
El Salvador,SLV,2014,29.060658
El Salvador,SLV,2018,29.203865
El Salvador,SLV,2017,27.692284
El Salvador,SLV,2016,29.09013
El Salvador,SLV,2015,29.304468
Estonia,EST,1981,15.494132
Estonia,EST,1982,11.730155
Estonia,EST,1985,10.361282
Estonia,EST,1986,8.607566
Estonia,EST,1987,8.0087385
Estonia,EST,1988,7.4143553
Estonia,EST,1989,6.851126
Estonia,EST,1990,7.811101
Estonia,EST,1991,8.534032
Estonia,EST,1992,9.464532
Estonia,EST,1993,13.98024
Estonia,EST,1994,18.145847
Estonia,EST,1995,18.364285
Estonia,EST,1996,17.737745
Estonia,EST,1997,17.519281
Estonia,EST,1998,19.325218
Estonia,EST,1999,14.292252
Estonia,EST,2000,15.953183
Estonia,EST,2001,17.707827
Estonia,EST,2002,16.945076
Estonia,EST,2003,15.147697
Estonia,EST,2004,12.948207
Estonia,EST,2005,9.279333
Estonia,EST,2006,9.019054
Estonia,EST,2007,7.9139347
Estonia,EST,2008,7.230317
Estonia,EST,2009,8.259875
Estonia,EST,2010,6.782365
Estonia,EST,2011,6.9156847
Estonia,EST,2012,7.664511
Estonia,EST,2013,9.519135
Estonia,EST,2014,10.19809
Estonia,EST,2021,59.342255
Estonia,EST,2020,13.553373
Estonia,EST,2019,10.282466
Estonia,EST,2018,10.803555
Estonia,EST,2017,9.0021305
Estonia,EST,2016,9.472994
Estonia,EST,2015,8.949246
Fiji,FJI,1978,42.593815
Fiji,FJI,2001,37.194855
Fiji,FJI,2002,27.482962
Fiji,FJI,2003,24.321106
Fiji,FJI,2004,18.532213
Fiji,FJI,2005,18.33855
Fiji,FJI,2006,26.706743
Fiji,FJI,2007,14.030669
Fiji,FJI,2008,20.117018
Fiji,FJI,2009,19.907188
Fiji,FJI,2011,22.967583
Fiji,FJI,2012,16.388714
Finland,FIN,1952,64.38509
Finland,FIN,1953,104.685646
Finland,FIN,1954,65.13782
Finland,FIN,1955,77.321434
Finland,FIN,1956,47.992973
Finland,FIN,1957,97.33153
Finland,FIN,1958,54.969334
Finland,FIN,1959,53.570538
Finland,FIN,1960,58.78974
Finland,FIN,1961,56.492367
Finland,FIN,1962,64.52045
Finland,FIN,1963,35.77804
Finland,FIN,1964,31.899593
Finland,FIN,1965,60.224995
Finland,FIN,1966,37.058517
Finland,FIN,1967,42.087685
Finland,FIN,1968,46.39385
Finland,FIN,1969,59.06672
Finland,FIN,1970,52.05008
Finland,FIN,1971,65.12682
Finland,FIN,1972,49.528156
Finland,FIN,1973,45.99554
Finland,FIN,1974,44.525715
Finland,FIN,1975,45.253788
Finland,FIN,1976,49.66335
Finland,FIN,1977,43.89442
Finland,FIN,1978,33.389477
Finland,FIN,1979,31.276464
Finland,FIN,1980,42.94898
Finland,FIN,1981,30.574722
Finland,FIN,1982,24.47781
Finland,FIN,1983,30.97767
Finland,FIN,1984,26.453201
Finland,FIN,1985,35.758976
Finland,FIN,1986,27.698769
Finland,FIN,1987,26.604519
Finland,FIN,1988,28.874365
Finland,FIN,1989,29.333092
Finland,FIN,1990,31.825514
Finland,FIN,1991,27.714983
Finland,FIN,1992,28.110245
Finland,FIN,1993,34.329567
Finland,FIN,1994,27.58852
Finland,FIN,1995,26.763685
Finland,FIN,1996,30.113188
Finland,FIN,1997,26.318281
Finland,FIN,1998,25.784855
Finland,FIN,1999,26.421875
Finland,FIN,2000,27.025148
Finland,FIN,2001,22.411842
Finland,FIN,2002,22.401644
Finland,FIN,2003,20.01858
Finland,FIN,2004,14.856531
Finland,FIN,2005,8.634218
Finland,FIN,2006,5.430415
Finland,FIN,2007,5.6297183
Finland,FIN,2008,3.9665296
Finland,FIN,2009,4.8964744
Finland,FIN,2010,3.594148
Finland,FIN,2011,3.3365247
Finland,FIN,2012,2.3893032
Finland,FIN,2013,2.190288
Finland,FIN,2014,1.7633086
Finland,FIN,2020,4.2314115
Finland,FIN,2019,1.7487744
Finland,FIN,2018,3.1251295
Finland,FIN,2017,2.2576766
Finland,FIN,2016,3.0116549
Finland,FIN,2015,1.8022681
France,FRA,1950,67.6216
France,FRA,1951,66.948296
France,FRA,1952,51.82264
France,FRA,1953,85.778145
France,FRA,1954,49.996777
France,FRA,1955,49.474503
France,FRA,1956,52.81978
France,FRA,1957,61.66562
France,FRA,1958,36.47782
France,FRA,1959,41.468628
France,FRA,1960,50.242615
France,FRA,1961,26.003592
France,FRA,1962,36.994312
France,FRA,1963,39.643852
France,FRA,1964,21.824331
France,FRA,1965,32.543934
France,FRA,1966,19.810297
France,FRA,1967,21.50337
France,FRA,1968,29.397177
France,FRA,1969,36.44398
France,FRA,1970,22.116928
France,FRA,1971,18.77792
France,FRA,1972,18.577948
France,FRA,1973,23.960434
France,FRA,1974,17.234165
France,FRA,1975,16.906301
France,FRA,1976,17.354313
France,FRA,1977,13.096103
France,FRA,1978,13.607787
France,FRA,1979,7.6253824
France,FRA,1980,7.25677
France,FRA,1981,10.50631
France,FRA,1982,7.0908737
France,FRA,1983,10.060577
France,FRA,1984,8.481225
France,FRA,1985,12.447774
France,FRA,1986,15.64633
France,FRA,1987,11.266648
France,FRA,1988,11.664462
France,FRA,1989,11.707625
France,FRA,1990,12.742633
France,FRA,1991,12.541763
France,FRA,1992,12.739061
France,FRA,1993,13.98649
France,FRA,1994,12.013649
France,FRA,1995,12.724581
France,FRA,1996,13.515429
France,FRA,1997,13.654234
France,FRA,1998,13.89584
France,FRA,1999,13.712504
France,FRA,2000,11.295957
France,FRA,2001,9.412031
France,FRA,2002,10.259437
France,FRA,2003,10.831543
France,FRA,2004,8.299919
France,FRA,2005,10.051658
France,FRA,2006,7.7100005
France,FRA,2007,7.8683157
France,FRA,2008,7.7282476
France,FRA,2009,8.187225
France,FRA,2010,6.8187947
France,FRA,2011,6.720947
France,FRA,2012,7.460822
France,FRA,2013,7.152899
France,FRA,2014,6.119877
France,FRA,2017,7.669363
France,FRA,2016,7.0896716
France,FRA,2015,7.677389
French Guiana,GUF,1968,30.15186
French Guiana,GUF,1969,18.06876
French Guiana,GUF,1970,25.903614
French Guiana,GUF,1971,47.116867
French Guiana,GUF,1972,59.20503
French Guiana,GUF,1973,25.759323
French Guiana,GUF,1974,34.13564
French Guiana,GUF,1975,6.6972146
French Guiana,GUF,1976,30.392042
French Guiana,GUF,1977,9.371878
French Guiana,GUF,1978,26.339796
French Guiana,GUF,1979,7.6774063
French Guiana,GUF,2001,13.95471
French Guiana,GUF,2002,15.293722
French Guiana,GUF,2003,7.1540985
French Guiana,GUF,2004,11.25373
French Guiana,GUF,2005,7.051801
French Guiana,GUF,2006,6.4404163
French Guiana,GUF,2007,13.313289
French Guiana,GUF,2008,14.129731
French Guiana,GUF,2009,10.164485
French Guiana,GUF,2010,6.2902546
French Guiana,GUF,2011,9.653946
French Guiana,GUF,2012,12.433511
French Guiana,GUF,2013,8.219745
French Guiana,GUF,2014,6.994938
French Guiana,GUF,2016,11.144038
French Guiana,GUF,2015,11.124697
Georgia,GEO,1981,45.948936
Georgia,GEO,1982,37.144268
Georgia,GEO,1985,34.879383
Georgia,GEO,1986,32.63893
Georgia,GEO,1987,31.351187
Georgia,GEO,1988,33.347992
Georgia,GEO,1989,27.596252
Georgia,GEO,1990,21.464417
Georgia,GEO,1991,22.770105
Georgia,GEO,1992,20.648312
Georgia,GEO,1994,10.022903
Georgia,GEO,1995,9.957703
Georgia,GEO,1996,11.848015
Georgia,GEO,1997,9.11739
Georgia,GEO,1998,9.266718
Georgia,GEO,1999,10.405742
Georgia,GEO,2000,14.10522
Georgia,GEO,2001,11.510741
Georgia,GEO,2004,29.735477
Georgia,GEO,2005,4.958836
Georgia,GEO,2006,4.9071608
Georgia,GEO,2007,4.508938
Georgia,GEO,2009,4.009084
Georgia,GEO,2010,2.7858086
Georgia,GEO,2011,5.589097
Georgia,GEO,2012,5.336669
Georgia,GEO,2013,5.611178
Georgia,GEO,2014,8.146408
Georgia,GEO,2021,211.14067
Georgia,GEO,2020,82.14624
Georgia,GEO,2019,29.559422
Georgia,GEO,2018,22.714802
Georgia,GEO,2017,13.977484
Georgia,GEO,2016,24.04892
Georgia,GEO,2015,13.862727
Germany,DEU,1990,14.021536
Germany,DEU,1991,11.345326
Germany,DEU,1992,10.4737625
Germany,DEU,1993,10.740254
Germany,DEU,1994,11.135326
Germany,DEU,1995,10.633689
Germany,DEU,1996,10.350633
Germany,DEU,1997,10.072037
Germany,DEU,1998,9.9706745
Germany,DEU,1999,10.737807
Germany,DEU,2000,10.314232
Germany,DEU,2001,9.555539
Germany,DEU,2002,10.406388
Germany,DEU,2003,11.780238
Germany,DEU,2004,10.190174
Germany,DEU,2005,11.423735
Germany,DEU,2006,10.12998
Germany,DEU,2007,10.52213
Germany,DEU,2008,10.285766
Germany,DEU,2009,10.432208
Germany,DEU,2010,8.880983
Germany,DEU,2011,8.614067
Germany,DEU,2012,7.9460316
Germany,DEU,2013,8.774059
Germany,DEU,2014,6.9197636
Germany,DEU,2020,20.128143
Germany,DEU,2019,7.5078607
Germany,DEU,2018,8.946325
Germany,DEU,2017,7.839265
Germany,DEU,2016,7.5412383
Germany,DEU,2015,8.471836
Greece,GRC,1961,43.167336
Greece,GRC,1962,46.87615
Greece,GRC,1963,38.43202
