Entity,Code,Year,"Age-standardized deaths that are from respiratory infections per 100,000 people, in both sexes aged all ages"
Greece,GRC,1964,57.230373
Greece,GRC,1965,38.13413
Greece,GRC,1966,32.773754
Greece,GRC,1967,39.876614
Greece,GRC,1968,52.58087
Greece,GRC,1969,42.884617
Greece,GRC,1970,41.688377
Greece,GRC,1971,30.406467
Greece,GRC,1972,34.42981
Greece,GRC,1973,32.20189
Greece,GRC,1974,25.23197
Greece,GRC,1975,33.904312
Greece,GRC,1976,24.561216
Greece,GRC,1977,29.65634
Greece,GRC,1978,17.179493
Greece,GRC,1979,13.934644
Greece,GRC,1980,17.360773
Greece,GRC,1981,14.631538
Greece,GRC,1982,11.439923
Greece,GRC,1983,12.608703
Greece,GRC,1984,9.7864
Greece,GRC,1985,10.2451515
Greece,GRC,1986,10.984357
Greece,GRC,1987,9.556048
Greece,GRC,1988,7.7945094
Greece,GRC,1989,7.7950926
Greece,GRC,1990,8.2826395
Greece,GRC,1991,7.421869
Greece,GRC,1992,9.522217
Greece,GRC,1993,8.599175
Greece,GRC,1994,9.184758
Greece,GRC,1995,8.8782425
Greece,GRC,1996,10.280896
Greece,GRC,1997,9.736265
Greece,GRC,1998,12.449113
Greece,GRC,1999,11.011473
Greece,GRC,2000,14.019781
Greece,GRC,2001,12.24699
Greece,GRC,2002,13.111972
Greece,GRC,2003,14.734137
Greece,GRC,2004,15.314319
Greece,GRC,2005,16.882261
Greece,GRC,2006,14.794685
Greece,GRC,2007,17.782259
Greece,GRC,2008,16.859451
Greece,GRC,2009,17.094418
Greece,GRC,2010,14.857966
Greece,GRC,2011,15.429888
Greece,GRC,2012,16.347841
Greece,GRC,2013,15.230248
Greece,GRC,2014,15.708121
Greece,GRC,2020,30.80912
Greece,GRC,2019,15.532512
Greece,GRC,2018,14.534125
Greece,GRC,2017,16.274042
Greece,GRC,2016,17.357845
Greece,GRC,2015,17.421803
Grenada,GRD,1985,57.81699
Grenada,GRD,1988,38.925194
Grenada,GRD,1989,73.72682
Grenada,GRD,1990,72.67103
Grenada,GRD,1991,43.814125
Grenada,GRD,1992,40.80706
Grenada,GRD,1993,63.250866
Grenada,GRD,1994,50.42472
Grenada,GRD,1995,57.739525
Grenada,GRD,1996,27.843658
Grenada,GRD,2001,40.779446
Grenada,GRD,2002,57.522842
Grenada,GRD,2003,60.697765
Grenada,GRD,2004,47.27201
Grenada,GRD,2005,48.912643
Grenada,GRD,2006,31.634663
Grenada,GRD,2007,39.76731
Grenada,GRD,2008,43.632076
Grenada,GRD,2009,32.74616
Grenada,GRD,2010,36.156353
Grenada,GRD,2011,39.575066
Grenada,GRD,2012,39.47682
Grenada,GRD,2013,41.24517
Grenada,GRD,2014,48.90404
Grenada,GRD,2021,188.57224
Grenada,GRD,2020,25.04914
Grenada,GRD,2019,36.825195
Grenada,GRD,2018,38.931736
Grenada,GRD,2017,32.76643
Grenada,GRD,2016,32.266247
Grenada,GRD,2015,44.73057
Guadeloupe,GLP,1974,31.29001
Guadeloupe,GLP,1981,7.993758
Guadeloupe,GLP,2000,10.020829
Guadeloupe,GLP,2001,10.059489
Guadeloupe,GLP,2002,12.117251
Guadeloupe,GLP,2003,6.679476
Guadeloupe,GLP,2004,8.519063
Guadeloupe,GLP,2005,9.231762
Guadeloupe,GLP,2006,6.8334618
Guadeloupe,GLP,2007,7.661021
Guadeloupe,GLP,2008,8.478546
Guadeloupe,GLP,2009,9.901669
Guadeloupe,GLP,2010,9.283421
Guadeloupe,GLP,2011,7.715836
Guadeloupe,GLP,2012,7.7148943
Guadeloupe,GLP,2013,6.250111
Guadeloupe,GLP,2014,9.357063
Guadeloupe,GLP,2016,7.5593524
Guadeloupe,GLP,2015,5.9250617
Guatemala,GTM,1963,377.2753
Guatemala,GTM,1964,350.6577
Guatemala,GTM,1965,261.63968
Guatemala,GTM,1966,327.3063
Guatemala,GTM,1967,212.44518
Guatemala,GTM,1968,267.8398
Guatemala,GTM,1969,293.58356
Guatemala,GTM,1970,266.1608
Guatemala,GTM,1971,241.37643
Guatemala,GTM,1974,197.02087
Guatemala,GTM,1975,211.08804
Guatemala,GTM,1977,176.6097
Guatemala,GTM,1976,200.72719
Guatemala,GTM,1978,147.35387
Guatemala,GTM,1979,140.43982
Guatemala,GTM,1980,144.70401
Guatemala,GTM,1981,127.889275
Guatemala,GTM,1984,144.65437
Guatemala,GTM,1986,117.12668
Guatemala,GTM,1987,112.22732
Guatemala,GTM,1988,109.17196
Guatemala,GTM,1989,105.04557
Guatemala,GTM,1990,131.04736
Guatemala,GTM,1991,128.66681
Guatemala,GTM,1992,135.49353
Guatemala,GTM,1993,141.02318
Guatemala,GTM,1994,131.04665
Guatemala,GTM,1995,112.65693
Guatemala,GTM,1996,101.39572
Guatemala,GTM,1997,115.64736
Guatemala,GTM,1998,120.61149
Guatemala,GTM,1999,121.259315
Guatemala,GTM,2000,117.75233
Guatemala,GTM,2001,113.71378
Guatemala,GTM,2002,102.84772
Guatemala,GTM,2003,100.10334
Guatemala,GTM,2004,102.141975
Guatemala,GTM,2005,97.010735
Guatemala,GTM,2006,86.02337
Guatemala,GTM,2007,80.5014
Guatemala,GTM,2008,82.83933
Guatemala,GTM,2009,69.092224
Guatemala,GTM,2010,72.2333
Guatemala,GTM,2011,66.082695
Guatemala,GTM,2012,62.78029
Guatemala,GTM,2013,65.622055
Guatemala,GTM,2014,63.012028
Guatemala,GTM,2020,101.8378
Guatemala,GTM,2019,51.791065
Guatemala,GTM,2018,52.497894
Guatemala,GTM,2017,57.497498
Guatemala,GTM,2016,58.98963
Guatemala,GTM,2015,60.76904
Guyana,GUY,1977,128.43979
Guyana,GUY,1984,29.873148
Guyana,GUY,1988,40.93724
Guyana,GUY,1989,43.9293
Guyana,GUY,1990,36.422573
Guyana,GUY,1991,34.360844
Guyana,GUY,1992,32.549423
Guyana,GUY,1993,41.249603
Guyana,GUY,1994,47.150635
Guyana,GUY,1995,53.04779
Guyana,GUY,1996,50.652058
Guyana,GUY,1997,55.60006
Guyana,GUY,1998,68.64929
Guyana,GUY,1999,48.54694
Guyana,GUY,2001,46.908386
Guyana,GUY,2002,50.963573
Guyana,GUY,2003,40.315956
Guyana,GUY,2004,39.000343
Guyana,GUY,2005,32.41734
Guyana,GUY,2006,34.462673
Guyana,GUY,2007,34.10562
Guyana,GUY,2008,32.24774
Guyana,GUY,2009,25.888416
Guyana,GUY,2010,46.473003
Guyana,GUY,2011,36.783226
Guyana,GUY,2012,31.007736
Guyana,GUY,2013,32.088074
Guyana,GUY,2014,40.80986
Guyana,GUY,2019,33.31736
Guyana,GUY,2018,30.674047
Guyana,GUY,2017,39.607407
Guyana,GUY,2016,35.048645
Guyana,GUY,2015,36.12526
Hong Kong,HKG,1955,135.12706
Hong Kong,HKG,1956,124.21064
Hong Kong,HKG,1957,137.81139
Hong Kong,HKG,1958,159.87994
Hong Kong,HKG,1959,135.20183
Hong Kong,HKG,1960,137.17351
Hong Kong,HKG,1961,95.851166
Hong Kong,HKG,1962,99.365746
Hong Kong,HKG,1963,90.70119
Hong Kong,HKG,1964,65.525795
Hong Kong,HKG,1965,64.17656
Hong Kong,HKG,1966,82.31601
Hong Kong,HKG,1967,84.82254
Hong Kong,HKG,1968,75.128365
Hong Kong,HKG,1969,68.34048
Hong Kong,HKG,1970,80.598465
Hong Kong,HKG,1971,92.98676
Hong Kong,HKG,1972,93.22306
Hong Kong,HKG,1973,86.59596
Hong Kong,HKG,1974,96.52538
Hong Kong,HKG,1975,80.018
Hong Kong,HKG,1976,73.872406
Hong Kong,HKG,1977,78.79506
Hong Kong,HKG,1978,67.13194
Hong Kong,HKG,1979,76.442406
Hong Kong,HKG,1980,68.31462
Hong Kong,HKG,1981,60.217518
Hong Kong,HKG,1982,53.125233
Hong Kong,HKG,1983,55.237007
Hong Kong,HKG,1984,42.41788
Hong Kong,HKG,1985,34.904285
Hong Kong,HKG,1986,34.49521
Hong Kong,HKG,1987,34.01981
Hong Kong,HKG,1988,38.404884
Hong Kong,HKG,1989,36.229183
Hong Kong,HKG,1990,37.4387
Hong Kong,HKG,1991,33.227158
Hong Kong,HKG,1992,34.84734
Hong Kong,HKG,1993,36.500187
Hong Kong,HKG,1994,31.184258
Hong Kong,HKG,1995,47.872395
Hong Kong,HKG,1996,53.86957
Hong Kong,HKG,1997,53.624454
Hong Kong,HKG,1998,46.948704
Hong Kong,HKG,1999,37.021713
Hong Kong,HKG,2000,35.362915
Hong Kong,HKG,2001,32.551685
Hong Kong,HKG,2002,32.56244
Hong Kong,HKG,2003,37.8094
Hong Kong,HKG,2004,33.89543
Hong Kong,HKG,2005,37.682285
Hong Kong,HKG,2006,34.64554
Hong Kong,HKG,2007,38.552193
Hong Kong,HKG,2008,40.457863
Hong Kong,HKG,2009,37.779808
Hong Kong,HKG,2010,39.601917
Hong Kong,HKG,2011,40.112114
Hong Kong,HKG,2012,42.585598
Hong Kong,HKG,2013,39.516872
Hong Kong,HKG,2014,41.896564
Hong Kong,HKG,2017,39.854965
Hong Kong,HKG,2016,42.76245
Hong Kong,HKG,2015,43.204605
Hungary,HUN,1955,77.23512
Hungary,HUN,1956,79.46281
Hungary,HUN,1957,98.37955
Hungary,HUN,1958,80.51268
Hungary,HUN,1959,97.24688
Hungary,HUN,1960,74.24072
Hungary,HUN,1961,45.34297
Hungary,HUN,1962,60.72448
Hungary,HUN,1963,33.440693
Hungary,HUN,1964,27.23785
Hungary,HUN,1965,33.101204
Hungary,HUN,1966,21.665827
Hungary,HUN,1967,23.418585
Hungary,HUN,1968,25.335413
Hungary,HUN,1969,29.667053
Hungary,HUN,1970,31.25198
Hungary,HUN,1971,29.120213
Hungary,HUN,1972,14.530882
Hungary,HUN,1973,19.573765
Hungary,HUN,1974,17.043089
Hungary,HUN,1975,24.765566
Hungary,HUN,1976,16.05737
Hungary,HUN,1977,16.081287
Hungary,HUN,1978,20.790554
Hungary,HUN,1979,16.676928
Hungary,HUN,1980,18.345419
Hungary,HUN,1981,15.307031
Hungary,HUN,1982,14.784012
Hungary,HUN,1983,18.61381
Hungary,HUN,1984,12.254972
Hungary,HUN,1985,11.443849
Hungary,HUN,1986,13.830804
Hungary,HUN,1987,8.042914
Hungary,HUN,1988,8.112529
Hungary,HUN,1989,10.62525
Hungary,HUN,1990,9.351527
Hungary,HUN,1991,8.655144
Hungary,HUN,1992,10.701887
Hungary,HUN,1993,11.200648
Hungary,HUN,1994,10.141329
Hungary,HUN,1995,8.080382
Hungary,HUN,1996,9.814573
Hungary,HUN,1997,9.936616
Hungary,HUN,1998,7.8183656
Hungary,HUN,1999,9.828033
Hungary,HUN,2000,8.02576
Hungary,HUN,2001,5.6666083
Hungary,HUN,2002,6.213514
Hungary,HUN,2003,6.7510457
Hungary,HUN,2004,6.2612166
Hungary,HUN,2005,6.381537
Hungary,HUN,2006,4.9474277
Hungary,HUN,2007,5.6890717
Hungary,HUN,2008,5.061274
Hungary,HUN,2009,5.696561
Hungary,HUN,2010,5.2876773
Hungary,HUN,2011,5.9118204
Hungary,HUN,2012,5.3257494
Hungary,HUN,2013,5.6141505
Hungary,HUN,2014,5.473703
Hungary,HUN,2019,7.3850594
Hungary,HUN,2018,6.991887
Hungary,HUN,2017,7.383094
Hungary,HUN,2016,5.800233
Hungary,HUN,2015,7.5201654
Iceland,ISL,1951,70.793335
Iceland,ISL,1952,52.08783
Iceland,ISL,1953,61.37584
Iceland,ISL,1954,52.33916
Iceland,ISL,1955,69.50396
Iceland,ISL,1956,63.817158
Iceland,ISL,1957,66.35137
Iceland,ISL,1958,69.5503
Iceland,ISL,1959,87.73368
Iceland,ISL,1960,43.247025
Iceland,ISL,1961,54.937496
Iceland,ISL,1962,59.901978
Iceland,ISL,1963,60.62437
Iceland,ISL,1964,45.146343
Iceland,ISL,1965,61.65631
Iceland,ISL,1966,68.0106
Iceland,ISL,1967,48.15496
Iceland,ISL,1968,50.935387
Iceland,ISL,1969,70.263725
Iceland,ISL,1970,57.395084
Iceland,ISL,1971,61.39075
Iceland,ISL,1972,60.299667
Iceland,ISL,1973,30.722647
Iceland,ISL,1974,44.9921
Iceland,ISL,1975,51.191864
Iceland,ISL,1976,46.79397
Iceland,ISL,1977,39.618984
Iceland,ISL,1978,47.559807
Iceland,ISL,1979,36.325764
Iceland,ISL,1980,43.361717
Iceland,ISL,1981,44.376965
Iceland,ISL,1982,31.471344
Iceland,ISL,1983,33.6082
Iceland,ISL,1984,38.575222
Iceland,ISL,1985,43.3073
Iceland,ISL,1986,31.683825
Iceland,ISL,1987,35.641716
Iceland,ISL,1988,54.167797
Iceland,ISL,1989,34.75481
Iceland,ISL,1990,35.333324
Iceland,ISL,1991,30.02169
Iceland,ISL,1992,37.774868
Iceland,ISL,1993,40.66697
Iceland,ISL,1994,30.184338
Iceland,ISL,1995,41.093292
Iceland,ISL,1996,33.09867
Iceland,ISL,1997,25.056652
Iceland,ISL,1998,14.251009
Iceland,ISL,1999,18.998337
Iceland,ISL,2000,16.308418
Iceland,ISL,2001,12.515925
Iceland,ISL,2002,9.431692
Iceland,ISL,2003,10.593799
Iceland,ISL,2004,11.036702
Iceland,ISL,2005,15.651384
Iceland,ISL,2006,9.445839
Iceland,ISL,2007,7.5830593
Iceland,ISL,2008,13.639318
Iceland,ISL,2009,9.456874
Iceland,ISL,2010,11.1055765
Iceland,ISL,2011,11.040512
Iceland,ISL,2012,7.523943
Iceland,ISL,2013,9.500948
Iceland,ISL,2014,8.289794
Iceland,ISL,2021,8.657943
Iceland,ISL,2020,11.738274
Iceland,ISL,2019,8.152716
Iceland,ISL,2018,11.066525
Iceland,ISL,2017,13.147218
Iceland,ISL,2016,8.943014
Iceland,ISL,2015,7.1964836
Iran,IRN,2013,10.940092
Iran,IRN,2014,10.482039
Iran,IRN,2016,11.989
Iran,IRN,2015,13.493037
Iraq,IRQ,2008,8.217742
Iraq,IRQ,2016,4.6209264
Iraq,IRQ,2015,4.7311387
Ireland,IRL,1950,49.399887
Ireland,IRL,1951,117.00068
Ireland,IRL,1952,40.540493
Ireland,IRL,1953,45.92132
Ireland,IRL,1954,39.66448
Ireland,IRL,1955,50.146145
Ireland,IRL,1956,43.66125
Ireland,IRL,1957,53.174095
Ireland,IRL,1958,42.329803
Ireland,IRL,1959,55.371143
Ireland,IRL,1960,37.80752
Ireland,IRL,1961,69.02307
Ireland,IRL,1962,49.619133
Ireland,IRL,1963,43.768772
Ireland,IRL,1964,47.819042
Ireland,IRL,1965,45.110844
Ireland,IRL,1966,72.15126
Ireland,IRL,1967,38.47262
Ireland,IRL,1968,53.492897
Ireland,IRL,1969,61.053185
Ireland,IRL,1970,77.60808
Ireland,IRL,1971,52.333473
Ireland,IRL,1972,64.600845
Ireland,IRL,1973,69.08052
Ireland,IRL,1974,67.350464
Ireland,IRL,1975,59.555073
Ireland,IRL,1976,67.92062
Ireland,IRL,1977,52.212986
Ireland,IRL,1978,58.975773
Ireland,IRL,1979,56.93705
Ireland,IRL,1980,56.33667
Ireland,IRL,1981,55.790665
Ireland,IRL,1982,52.369434
Ireland,IRL,1983,55.826843
Ireland,IRL,1984,48.54191
Ireland,IRL,1985,51.288826
Ireland,IRL,1986,52.486164
Ireland,IRL,1987,39.14486
Ireland,IRL,1988,40.781826
Ireland,IRL,1989,39.35431
Ireland,IRL,1990,43.062668
Ireland,IRL,1991,42.714687
Ireland,IRL,1992,35.822784
Ireland,IRL,1993,37.985195
Ireland,IRL,1994,38.923843
Ireland,IRL,1995,45.158978
Ireland,IRL,1996,41.87422
Ireland,IRL,1997,41.533997
Ireland,IRL,1998,40.528244
Ireland,IRL,1999,47.985786
Ireland,IRL,2000,43.729702
Ireland,IRL,2001,38.55
Ireland,IRL,2002,36.282192
Ireland,IRL,2003,36.01272
Ireland,IRL,2004,31.057508
Ireland,IRL,2005,29.356619
Ireland,IRL,2006,29.360914
Ireland,IRL,2007,18.945549
Ireland,IRL,2008,21.455265
Ireland,IRL,2009,21.09556
Ireland,IRL,2010,17.354053
Ireland,IRL,2011,15.619661
Ireland,IRL,2012,14.6031475
Ireland,IRL,2013,13.138928
Ireland,IRL,2014,14.014647
Ireland,IRL,2018,14.053166
Ireland,IRL,2015,15.150987
Israel,ISR,1975,23.313114
Israel,ISR,1976,20.840782
Israel,ISR,1977,20.392881
Israel,ISR,1978,21.70584
Israel,ISR,1979,18.378563
Israel,ISR,1980,24.280922
Israel,ISR,1981,18.674898
Israel,ISR,1982,24.94655
Israel,ISR,1983,18.543623
Israel,ISR,1984,17.940083
Israel,ISR,1985,19.470959
Israel,ISR,1986,17.76651
Israel,ISR,1987,17.057182
Israel,ISR,1988,15.420323
Israel,ISR,1989,13.262675
Israel,ISR,1990,14.283257
Israel,ISR,1991,11.723723
Israel,ISR,1992,13.152856
Israel,ISR,1993,6.893254
Israel,ISR,1994,3.5499613
Israel,ISR,1995,5.564087
Israel,ISR,1996,9.8572445
Israel,ISR,1997,11.576482
Israel,ISR,1998,9.211937
Israel,ISR,1999,8.190119
Israel,ISR,2000,8.681818
Israel,ISR,2001,5.936274
Israel,ISR,2002,6.8031516
Israel,ISR,2003,7.2254405
Israel,ISR,2004,7.236433
Israel,ISR,2005,8.765932
Israel,ISR,2006,7.5426817
Israel,ISR,2007,9.553001
Israel,ISR,2008,9.291806
Israel,ISR,2009,8.547771
Israel,ISR,2010,7.1952085
Israel,ISR,2011,7.421571
Israel,ISR,2012,7.628108
Israel,ISR,2013,7.345447
Israel,ISR,2014,7.7173395
Israel,ISR,2020,31.141476
Israel,ISR,2019,10.429648
Israel,ISR,2018,9.119788
Israel,ISR,2017,8.16292
Israel,ISR,2016,8.732488
Israel,ISR,2015,8.966996
Italy,ITA,1951,84.65183
Italy,ITA,1952,76.40937
Italy,ITA,1953,82.1774
Italy,ITA,1954,58.965767
Italy,ITA,1955,60.34516
Italy,ITA,1956,76.00904
Italy,ITA,1957,68.54251
Italy,ITA,1958,56.255386
Italy,ITA,1959,51.571114
Italy,ITA,1960,56.568848
Italy,ITA,1961,42.407963
Italy,ITA,1962,53.324867
Italy,ITA,1963,50.74548
Italy,ITA,1964,38.57777
Italy,ITA,1965,43.048683
Italy,ITA,1966,33.647736
Italy,ITA,1967,36.999687
Italy,ITA,1968,52.24991
Italy,ITA,1969,53.522636
Italy,ITA,1970,47.591167
Italy,ITA,1971,34.21959
Italy,ITA,1972,34.293385
Italy,ITA,1973,36.437298
Italy,ITA,1974,25.6983
Italy,ITA,1975,31.573462
Italy,ITA,1976,25.06491
Italy,ITA,1977,24.082943
Italy,ITA,1978,19.324156
Italy,ITA,1979,18.665491
Italy,ITA,1980,18.479506
Italy,ITA,1981,19.255905
Italy,ITA,1982,14.511697
Italy,ITA,1983,17.004494
Italy,ITA,1984,12.563528
Italy,ITA,1985,12.673048
Italy,ITA,1986,13.09843
Italy,ITA,1987,10.133687
Italy,ITA,1988,9.422517
Italy,ITA,1989,8.0678625
Italy,ITA,1990,9.209292
Italy,ITA,1991,7.5092983
Italy,ITA,1992,7.0553913
Italy,ITA,1993,6.5027804
Italy,ITA,1994,7.029632
Italy,ITA,1995,6.821114
Italy,ITA,1996,6.2301016
Italy,ITA,1997,7.2507324
Italy,ITA,1998,7.982721
Italy,ITA,1999,8.107943
Italy,ITA,2000,7.8346853
Italy,ITA,2001,6.201223
Italy,ITA,2002,6.767493
Italy,ITA,2003,6.2223535
Italy,ITA,2004,4.48185
Italy,ITA,2005,5.91909
Italy,ITA,2006,4.5250354
Italy,ITA,2007,4.597699
Italy,ITA,2008,4.317761
Italy,ITA,2009,4.5669036
Italy,ITA,2010,4.090873
Italy,ITA,2011,4.9212503
Italy,ITA,2012,4.9732533
Italy,ITA,2013,4.7210617
Italy,ITA,2014,4.5094132
Italy,ITA,2019,6.4897127
Italy,ITA,2018,6.310945
Italy,ITA,2017,6.124589
Italy,ITA,2016,4.964261
Italy,ITA,2015,5.8447967
Jamaica,JAM,1960,46.96055
Jamaica,JAM,1961,48.29339
Jamaica,JAM,1965,48.520695
Jamaica,JAM,1967,34.92719
Jamaica,JAM,1977,37.064083
Jamaica,JAM,1980,17.541843
Jamaica,JAM,1981,19.105543
Jamaica,JAM,1982,13.852522
Jamaica,JAM,1983,21.193499
Jamaica,JAM,1984,20.647125
Jamaica,JAM,1985,17.922756
Jamaica,JAM,1986,13.83272
Jamaica,JAM,1987,17.283142
Jamaica,JAM,1988,14.062974
Jamaica,JAM,1989,14.509521
Jamaica,JAM,1990,16.659
Jamaica,JAM,1991,14.316
Jamaica,JAM,2000,15.6568985
Jamaica,JAM,2001,17.263681
Jamaica,JAM,2002,14.839191
Jamaica,JAM,2003,15.520914
Jamaica,JAM,2004,13.672265
Jamaica,JAM,2005,11.449071
Jamaica,JAM,2006,7.8978806
Jamaica,JAM,2009,12.495933
Jamaica,JAM,2010,11.113748
Jamaica,JAM,2011,9.64391
Jamaica,JAM,2012,9.807095
Jamaica,JAM,2013,11.467527
Jamaica,JAM,2014,14.436947
Japan,JPN,1950,89.494865
Japan,JPN,1951,78.43281
Japan,JPN,1952,66.271675
Japan,JPN,1953,88.02614
Japan,JPN,1954,59.1094
Japan,JPN,1955,55.06972
Japan,JPN,1956,56.36013
Japan,JPN,1957,89.16487
Japan,JPN,1958,61.192562
Japan,JPN,1959,56.34553
Japan,JPN,1960,69.474846
Japan,JPN,1961,54.23587
Japan,JPN,1962,69.18692
Japan,JPN,1963,40.982178
Japan,JPN,1964,40.791714
Japan,JPN,1965,56.33247
Japan,JPN,1966,37.404083
Japan,JPN,1967,36.339405
Japan,JPN,1968,44.41551
Japan,JPN,1969,42.19874
Japan,JPN,1970,46.854908
Japan,JPN,1971,34.53868
Japan,JPN,1972,33.445187
Japan,JPN,1973,38.373676
Japan,JPN,1974,38.454674
Japan,JPN,1975,38.930145
Japan,JPN,1976,38.821827
Japan,JPN,1977,30.665112
Japan,JPN,1978,31.419647
Japan,JPN,1979,28.227402
Japan,JPN,1980,33.232407
Japan,JPN,1981,31.384659
Japan,JPN,1982,31.68319
Japan,JPN,1983,34.360806
Japan,JPN,1984,30.879578
Japan,JPN,1985,33.92657
Japan,JPN,1986,33.283115
Japan,JPN,1987,32.36505
Japan,JPN,1988,35.81421
Japan,JPN,1989,35.031837
Japan,JPN,1990,38.918724
Japan,JPN,1991,37.96336
Japan,JPN,1992,38.209858
Japan,JPN,1993,40.108
Japan,JPN,1994,38.816574
Japan,JPN,1995,36.452297
Japan,JPN,1996,30.253096
Japan,JPN,1997,32.189167
Japan,JPN,1998,30.908827
Japan,JPN,1999,35.128647
Japan,JPN,2000,30.334625
Japan,JPN,2001,27.983397
Japan,JPN,2002,27.391317
Japan,JPN,2003,28.579306
Japan,JPN,2004,27.259735
Japan,JPN,2005,29.261337
Japan,JPN,2006,27.531925
Japan,JPN,2007,26.998411
Japan,JPN,2008,26.916977
Japan,JPN,2009,25.066286
Japan,JPN,2010,25.438826
Japan,JPN,2011,25.841166
Japan,JPN,2012,24.642952
Japan,JPN,2013,23.616247
Japan,JPN,2014,22.305676
Japan,JPN,2020,12.89694
Japan,JPN,2019,15.414028
Japan,JPN,2018,15.454823
Japan,JPN,2017,16.034426
Japan,JPN,2016,20.898727
Japan,JPN,2015,21.826485
Jordan,JOR,2008,10.925852
Jordan,JOR,2009,13.149071
Jordan,JOR,2010,10.572114
Jordan,JOR,2011,11.893739
Jordan,JOR,2012,13.433761
Jordan,JOR,2018,9.109502
Jordan,JOR,2017,12.028855
Jordan,JOR,2016,12.734178
Jordan,JOR,2015,11.145943
Kazakhstan,KAZ,1981,63.506935
Kazakhstan,KAZ,1982,59.350784
Kazakhstan,KAZ,1985,48.441566
Kazakhstan,KAZ,1986,41.16295
Kazakhstan,KAZ,1987,37.179356
Kazakhstan,KAZ,1988,37.271805
Kazakhstan,KAZ,1989,30.86884
Kazakhstan,KAZ,1990,27.05916
Kazakhstan,KAZ,1991,28.557783
Kazakhstan,KAZ,1992,24.91893
Kazakhstan,KAZ,1993,30.955072
Kazakhstan,KAZ,1994,30.052279
Kazakhstan,KAZ,1995,35.940693
Kazakhstan,KAZ,1996,34.164032
Kazakhstan,KAZ,1997,31.703966
Kazakhstan,KAZ,1998,28.50624
Kazakhstan,KAZ,1999,24.946142
Kazakhstan,KAZ,2000,27.511847
Kazakhstan,KAZ,2001,27.12022
Kazakhstan,KAZ,2002,24.796085
Kazakhstan,KAZ,2003,25.05435
Kazakhstan,KAZ,2013,20.62332
Kazakhstan,KAZ,2014,21.363375
Kazakhstan,KAZ,2021,113.00093
Kazakhstan,KAZ,2020,75.82994
Kazakhstan,KAZ,2019,24.150644
Kazakhstan,KAZ,2018,21.688566
Kazakhstan,KAZ,2017,22.07746
Kazakhstan,KAZ,2016,23.771254
Kazakhstan,KAZ,2015,26.633694
Kuwait,KWT,1972,119.892235
Kuwait,KWT,1975,74.01651
Kuwait,KWT,1976,50.586197
Kuwait,KWT,1977,65.72939
Kuwait,KWT,1978,45.543873
Kuwait,KWT,1979,42.010193
Kuwait,KWT,1980,47.252693
Kuwait,KWT,1981,40.56241
Kuwait,KWT,1982,44.887398
Kuwait,KWT,1983,36.14095
Kuwait,KWT,1984,24.26583
Kuwait,KWT,1985,41.865185
Kuwait,KWT,1986,32.497673
Kuwait,KWT,1987,37.928936
Kuwait,KWT,1993,35.016376
Kuwait,KWT,1994,37.2614
Kuwait,KWT,1995,40.855125
Kuwait,KWT,1996,37.72018
Kuwait,KWT,1997,38.836815
Kuwait,KWT,1998,34.61037
Kuwait,KWT,1999,29.34016
Kuwait,KWT,2000,26.874872
Kuwait,KWT,2001,25.869446
Kuwait,KWT,2002,21.884933
Kuwait,KWT,2003,38.793667
Kuwait,KWT,2004,42.63048
Kuwait,KWT,2005,32.866417
Kuwait,KWT,2006,39.381145
Kuwait,KWT,2007,28.576935
Kuwait,KWT,2008,25.207747
Kuwait,KWT,2009,28.60001
Kuwait,KWT,2010,30.264519
Kuwait,KWT,2011,30.179134
Kuwait,KWT,2012,35.644783
Kuwait,KWT,2013,47.25287
Kuwait,KWT,2014,49.556286
Kuwait,KWT,2019,21.63239
Kuwait,KWT,2018,19.675842
Kuwait,KWT,2017,29.250298
Kuwait,KWT,2016,29.716894
Kuwait,KWT,2015,58.500343
Kyrgyzstan,KGZ,1981,89.15607
Kyrgyzstan,KGZ,1982,73.774086
Kyrgyzstan,KGZ,1985,85.25583
Kyrgyzstan,KGZ,1986,65.95442
Kyrgyzstan,KGZ,1987,64.24433
Kyrgyzstan,KGZ,1988,65.92752
Kyrgyzstan,KGZ,1989,55.105175
Kyrgyzstan,KGZ,1990,44.586693
Kyrgyzstan,KGZ,1991,35.97421
Kyrgyzstan,KGZ,1992,42.117126
Kyrgyzstan,KGZ,1993,50.62635
Kyrgyzstan,KGZ,1994,48.18455
Kyrgyzstan,KGZ,1995,47.87495
Kyrgyzstan,KGZ,1996,38.4414
Kyrgyzstan,KGZ,1997,48.697506
Kyrgyzstan,KGZ,1998,50.05831
Kyrgyzstan,KGZ,1999,34.72007
Kyrgyzstan,KGZ,2000,39.970634
Kyrgyzstan,KGZ,2001,29.96856
Kyrgyzstan,KGZ,2002,29.614983
Kyrgyzstan,KGZ,2003,30.568462
Kyrgyzstan,KGZ,2004,28.063068
Kyrgyzstan,KGZ,2005,28.159021
Kyrgyzstan,KGZ,2006,29.538874
Kyrgyzstan,KGZ,2007,27.05837
Kyrgyzstan,KGZ,2008,23.464207
Kyrgyzstan,KGZ,2009,21.698921
Kyrgyzstan,KGZ,2010,20.833479
Kyrgyzstan,KGZ,2011,19.173466
Kyrgyzstan,KGZ,2012,17.325678
Kyrgyzstan,KGZ,2013,14.567865
Kyrgyzstan,KGZ,2014,13.0834675
Kyrgyzstan,KGZ,2019,11.290003
